,Date,Volume,Open,High,Low,Close
133,20211213,15038750,77200,78300,76500,76800
134,20211214,10976660,76500,77200,76200,77000
135,20211215,9584939,76400,77600,76300,77600
136,20211216,11996128,78500,78500,77400,77800
137,20211217,13108479,76800,78000,76800,78000
138,20211220,11264375,77600,77800,76800,77100
139,20211221,14245298,77900,78300,77500,78100
140,20211222,17105892,78900,79400,78800,79400
141,20211223,13577498,79800,80000,79300,79900
142,20211224,12086380,80200,80800,80200,80500
143,20211227,10783368,80600,80600,79800,80200
144,20211228,18226325,80200,80400,79700,80300
145,20211229,19794795,80200,80200,78500,78800
146,20211230,14236700,78900,79500,78100,78300
147,20220103,13502112,79400,79800,78200,78600
148,20220104,12427416,78800,79200,78300,78700
149,20220105,25470640,78800,79000,76400,77400
150,20220106,12931954,76700,77600,76600,76900
151,20220107,15163757,78100,78400,77400,78300
152,20220110,9947422,78100,78100,77100,78000
153,20220111,13221123,78400,79000,78000,78900
154,20220112,11000502,79500,79600,78600,78900
155,20220113,13889401,79300,79300,77900,77900
156,20220114,10096725,77700,78100,77100,77300
157,20220117,8785122,77600,77800,76900,77500
158,20220118,9592788,77600,77800,76600,77000
159,20220119,10598290,76500,76900,76100,76300
160,20220120,9708168,76200,76700,75900,76500
161,20220121,15774888,75800,75800,74700,75600
162,20220124,13691134,75400,75800,74700,75100
163,20220125,17766704,74800,75000,73200,74000
164,20220126,12976730,73900,74400,73100,73300
165,20220127,22274777,73800,74000,71300,71300
166,20220128,21367447,71300,73700,71200,73300
167,20220203,17744721,74900,74900,73300,73300
168,20220204,12730034,74300,74600,73400,74000
169,20220207,14240838,73500,73600,72400,73000
170,20220208,11736666,73800,74200,73000,73500
171,20220209,9699122,74300,74700,74000,74700
172,20220210,17746033,75600,75800,74700,75400
173,20220211,12205407,75000,75500,74600,74900
174,20220214,13993255,74400,74500,73100,73700
175,20220215,9320365,74100,74200,73100,73700
176,20220216,10767386,74600,74900,74200,74800
177,20220217,13605382,75000,75600,74500,75000
178,20220218,10122226,74600,74800,73700,74300
179,20220221,10489717,73200,74300,72600,74200
180,20220222,11692469,73000,73400,72800,73400
181,20220223,10397964,73800,73800,72800,73000
182,20220224,15759283,72300,72300,71300,71500
183,20220225,13168484,72100,72600,71900,71900
184,20220228,17781783,71100,72100,71000,72100
185,20220302,12481430,72300,72400,71500,71700
186,20220303,13232638,72300,73100,72200,72900
187,20220304,13409634,72700,72700,71200,71500
188,20220307,18617138,70000,70600,69900,70100
189,20220308,15828269,68800,70000,68700,69500
190,20220310,21159248,70800,71200,70500,71200
191,20220311,15787655,70500,70700,69700,70000
192,20220314,9040993,70000,70200,69600,70200
193,20220315,10258562,69800,70100,69500,69500
194,20220316,10175750,70200,70500,69700,70400
195,20220317,17646315,71200,71800,70900,71200
196,20220318,14410038,70600,70900,70200,70700
197,20220321,11169002,70900,71000,69900,69900
198,20220322,9402666,69900,70500,69900,70300
199,20220323,12398025,70600,71200,70300,70500
200,20220324,37943357,69600,70300,69600,69800
201,20220325,12986010,70100,70200,69600,69800
202,20220328,12619289,69500,69900,69200,69700
203,20220329,13686208,70000,70300,69800,70200
204,20220330,12670187,70300,70500,69800,69900
205,20220331,12510366,69900,70200,69600,69600
206,20220401,15916846,69500,69500,69000,69100
207,20220404,11107905,68900,69300,68600,69300
208,20220405,8467248,69400,69600,69100,69200
209,20220406,15517308,68600,68800,68500,68500
210,20220407,20683327,68500,68500,68000,68000
211,20220408,15453191,68100,68300,67700,67800
212,20220411,12263735,67800,68100,67400,67900
213,20220412,13924389,67600,67700,67000,67000
214,20220413,17378619,67300,69000,67200,68700
215,20220414,16409494,68700,68700,67500,67500
216,20220415,13176415,67200,67300,66500,66600
217,20220418,10119203,66500,67100,66100,66700
218,20220419,12959434,67100,68000,67000,67300
219,20220420,16693293,67000,67400,66500,67400
220,20220421,12847448,67600,68300,67500,67700
221,20220422,11791478,67200,67300,66700,67000
222,20220425,11016474,66500,66700,66300,66300
223,20220426,12946923,66400,66700,66100,66100
224,20220427,18122084,65400,65500,64900,65000
225,20220428,16895527,65400,65500,64500,64800
226,20220429,26190390,65100,67600,65000,67400
227,20220502,14106184,66600,67600,66500,67300
228,20220503,14168875,67400,68400,67300,67500
229,20220504,11505248,68000,68400,67500,67900
230,20220506,14356156,67000,67100,66500,66500
231,20220509,11858736,66300,66900,66100,66100
232,20220510,17235605,65900,66300,65300,65700
233,20220511,12330920,65500,66300,65200,65700
234,20220512,16414188,65200,65500,64900,64900
235,20220513,14551536,65300,66700,65200,66500
236,20220516,11937555,67100,67400,66100,66300
237,20220517,15680447,66600,67900,66600,67600
238,20220518,16486319,68300,68700,67600,68100
239,20220519,17073727,66500,67600,66500,67500
240,20220520,12109671,67800,68400,67700,68000
241,20220523,13684088,68800,68800,67600,67900
242,20220524,15482576,67500,67700,66500,66500
243,20220525,15150490,66700,67100,65900,66400
244,20220526,15970890,66300,67200,65500,65900
245,20220527,11405555,66700,66900,66200,66500
246,20220530,14255484,67500,67800,66900,67700
247,20220531,24365002,67500,67500,66700,67400
248,20220602,14959443,66600,67000,66400,66700
249,20220603,8222883,67200,67300,66800,66800
250,20220607,19355755,66200,66400,65400,65500
251,20220608,12483180,65400,65700,65300,65300
252,20220609,25790725,65100,65200,64500,65200
253,20220610,22193552,64000,64400,63800,63800
254,20220613,22157816,62400,62800,62100,62100
255,20220614,24606419,61200,62200,61100,61900
256,20220615,26811224,61300,61500,60200,60700
257,20220616,23394895,61300,61800,60500,60900
258,20220617,29053450,59400,59900,59400,59800
259,20220620,34111306,59800,59900,58100,58700
260,20220621,25148109,58700,59200,58200,58500
261,20220622,23334687,59000,59100,57600,57600
262,20220623,28338608,57700,58000,56800,57400
263,20220624,23256103,57900,59100,57700,58400
264,20220627,18122236,59000,59900,58300,58800
265,20220628,13540538,59200,59500,58700,59400
266,20220629,14677138,58500,58800,58000,58000
267,20220630,18915142,57200,57600,57000,57000
268,20220701,24982097,56900,57500,55900,56200
269,20220704,17807126,56100,57400,55700,57100
270,20220705,14216539,57600,58200,57200,57200
271,20220706,16820461,57300,57300,56400,56400
272,20220707,21322833,56400,58700,56300,58200
273,20220708,15339271,58600,59300,58200,58700
274,20220711,13042624,59300,59600,58700,58800
275,20220712,9336061,58600,58700,58100,58100
276,20220713,10841315,58300,58600,58000,58000
277,20220714,15067012,57500,58200,57400,57500
278,20220715,18685583,58400,60000,58100,60000
279,20220718,20832517,60600,62000,60500,61900
280,20220719,15248261,61400,61500,60200,60900
281,20220720,16782238,61800,62100,60500,60500
282,20220721,12291374,61100,61900,60700,61800
283,20220722,10261310,61800,62200,61200,61300
284,20220725,9193681,60900,61900,60800,61100
285,20220726,6597211,60800,61900,60800,61700
286,20220727,7320997,61300,61900,61200,61800
287,20220728,10745302,62300,62600,61600,61900
288,20220729,15093120,62400,62600,61300,61400
289,20220801,13154816,61000,61700,60300,61300
290,20220802,13614895,61200,61900,61000,61700
291,20220803,10053861,61600,61600,61000,61300
292,20220804,9125439,61700,61800,61200,61500
293,20220805,9567620,61700,61900,61200,61500
294,20220808,11313150,61400,61400,60600,60800
295,20220809,18251170,60600,60700,59600,60000
296,20220810,18084349,58900,59200,58600,59100
297,20220811,15141941,59600,60000,59300,59900
298,20220812,10786658,59500,60700,59400,60200
299,20220816,15036727,60500,61600,60300,61000
300,20220817,9061518,61100,61200,60300,60400
301,20220818,16372754,60300,61900,60000,61500
302,20220819,6923679,61400,61600,60600,60900
303,20220822,8259865,60300,60400,59800,60000
304,20220823,9041629,59000,59600,59000,59100
305,20220824,8888486,59200,59500,59000,59000
306,20220825,5767902,59200,59700,59000,59700
307,20220826,9499995,60300,60900,59900,60000
308,20220829,9841329,58700,58900,58600,58600
309,20220830,9690044,58700,59000,58300,58800
310,20220831,14203512,58200,59900,58200,59700
311,20220901,14905777,58700,58900,58300,58400
312,20220902,15040310,58300,58600,57500,57500
313,20220905,11425977,57400,57800,56800,57100
314,20220906,7503086,57200,57600,56900,57100
315,20220907,17384854,56700,56700,55900,56000
316,20220908,18000016,56200,56400,55600,55600
317,20220913,17166581,57000,58500,56800,58100
318,20220914,12524961,56200,57200,56100,56800
319,20220915,11664819,57000,57100,56000,56000
320,20220916,13456503,55600,56400,55500,56200
321,20220919,12278653,56300,57000,56000,56400
322,20220920,14041465,56400,57000,55800,55800
323,20220921,11863700,55400,55500,55000,55300
324,20220922,12786510,54600,54700,54300,54400
325,20220923,10555964,54400,54900,54200,54500
326,20220926,15008449,53700,54200,53600,53900
327,20220927,16631289,53800,54200,53500,54200
328,20220928,19991129,53900,54400,52500,52900
329,20220929,13882080,53300,53700,52600,52600
330,20220930,22503249,52300,53600,51800,53100
331,20221004,19148435,55300,55400,54500,55200
332,20221005,22458970,56900,57200,55400,56000
333,20221006,14944446,56700,57300,56300,56300
334,20221007,16886813,55900,56900,55200,56200
335,20221011,21437877,54400,55700,54000,55400
336,20221012,18408910,55700,57000,55200,55800
337,20221013,13784602,55400,56100,55200,55200
338,20221014,12924326,56200,56500,55800,56300
339,20221017,13641878,55800,57000,55700,56600
340,20221018,14820702,56700,57100,55800,56500
341,20221019,12660652,56700,56900,55700,55800
342,20221020,17107653,55200,56000,55100,55500
343,20221021,11456060,55100,56300,55100,55900
344,20221024,16944503,57000,57500,56700,57500
345,20221025,17405678,57000,58600,57000,57700
346,20221026,20824967,58000,59600,57700,59400
347,20221027,21756712,59700,60100,58900,59500
348,20221028,20924937,58900,59200,57200,57300
349,20221031,18999514,58100,59900,58000,59400
350,20221101,17201647,59900,60300,59500,60000
351,20221102,13202919,59700,60000,59300,59600
352,20221103,17492162,58600,59800,58100,59200
353,20221104,12445841,59100,59500,58400,59400
354,20221107,12437246,59700,60300,59400,60200
355,20221108,18273898,60500,61900,60500,61800
356,20221109,14045592,62000,62200,61300,62000
357,20221110,21087633,61400,61500,60400,60400
358,20221111,20037163,63100,63200,62300,62900
359,20221114,15973416,62900,62900,61700,61900
360,20221115,12310986,62200,62500,61600,62400
361,20221116,12909260,62400,62700,61700,62700
362,20221117,13298296,62000,62000,61300,61400
363,20221118,12236503,61800,62400,61400,61800
364,20221121,9378097,61400,61800,60800,61400
365,20221122,9411289,60900,61200,60300,60600
366,20221123,8765050,61200,61300,60700,61000
367,20221124,8125010,61200,61700,60900,61400
368,20221125,6677933,61400,61700,60800,61000
369,20221128,8589032,60500,60500,59800,60100
370,20221129,7014160,59900,60600,59800,60600
371,20221130,19768903,60400,62200,60200,62200
372,20221201,16631445,63100,63200,62300,62600
373,20221202,15331184,62500,62500,60400,60400
374,20221205,13767787,60900,61100,60000,60300
375,20221206,13888300,59800,60100,59200,59200
376,20221207,12100662,58800,59600,58500,58900
377,20221208,12986815,58700,59200,58600,59200
378,20221209,10529632,59300,60600,59300,60400
379,20221212,9036472,59900,60000,59400,59500
380,20221213,9040873,59600,60300,59400,59700
381,20221214,8207485,59800,60600,59800,60500
382,20221215,8716039,59800,60200,59300,59300
383,20221216,13033596,58300,59500,58300,59500
384,20221219,7696187,59500,59900,59100,59500
385,20221220,9284761,59000,59100,58500,58600
386,20221221,10356971,58700,59100,58000,58000
387,20221222,10720630,58100,59100,58100,59100
388,20221223,9829407,58200,58400,57700,58100
389,20221226,6756411,58000,58100,57700,57900
390,20221227,10667027,58000,58400,57900,58100
391,20221228,14665410,57600,57600,56400,56600
392,20221229,11295935,56000,56200,55300,55300
393,20230102,10031448,55500,56100,55200,55500
394,20230103,13547030,55400,56000,54500,55400
395,20230104,20188071,55700,58000,55600,57800
396,20230105,15682826,58200,58800,57600,58200
397,20230106,17334989,58300,59400,57900,59000
398,20230109,18640107,59700,60700,59600,60700
399,20230110,14859797,60200,61100,59900,60400
400,20230111,12310751,61000,61200,60300,60500
401,20230112,16102561,61100,61200,59900,60500
402,20230113,12510328,60500,61200,60400,60800
403,20230116,10039972,61300,61600,60800,61100
404,20230117,9831456,61200,61500,60600,61000
405,20230118,11584041,60700,61000,59900,60400
406,20230119,12808490,60500,61500,60400,61500
407,20230120,9646327,62100,62300,61100,61800
408,20230125,16822710,63500,63700,63000,63400
409,20230126,13278277,63800,63900,63300,63900
410,20230127,18760182,64400,65000,63900,64600
411,20230130,20995234,64900,64900,63100,63300
412,20230131,29746731,63500,63700,61000,61000
413,20230201,18570133,62600,62700,61000,61800
414,20230202,23285983,63200,63900,62600,63500
415,20230203,15194598,63900,64000,63000,63800
416,20230206,15529356,62800,63000,61600,61600
417,20230207,14491039,61900,62500,61600,61900
418,20230208,12243125,62800,63300,62400,63100
419,20230209,12164865,63000,63300,62300,63000
420,20230210,9382576,62600,63000,62400,62800
421,20230213,10730362,62900,63000,62300,62900
422,20230214,9126664,63600,63900,63200,63200
423,20230215,13208103,63900,63900,62000,62200
424,20230216,13798831,62500,63700,62400,63700
425,20230217,10791265,62900,63300,62400,62600
426,20230220,12908073,62900,63000,61800,62700
427,20230221,7665046,62700,62800,62000,62100
428,20230222,11959088,61500,61800,61000,61100
429,20230223,13047099,61700,62500,61500,62000
430,20230224,10308143,62300,62600,61300,61300
431,20230227,11155697,60800,60800,60200,60500
432,20230228,13715861,60800,61400,60500,60600
433,20230302,13095682,60900,61800,60500,60800
434,20230303,10711405,61000,61200,60500,60500
435,20230306,13630602,61100,61600,60800,61500
436,20230307,11473280,61400,61400,60700,60700
437,20230308,14161857,60100,60500,59900,60300
438,20230309,14334499,60500,60800,59900,60100
439,20230310,11902471,59500,59700,59100,59500
440,20230313,12779724,59900,60200,59300,60000
441,20230314,12147346,59400,59500,59000,59000
442,20230315,10482149,60000,60300,59600,59800
443,20230316,10611939,59200,60200,59100,59900
444,20230317,14090110,60800,61300,60600,61300
445,20230320,9618009,61100,61200,60200,60200
446,20230321,8318514,60500,60700,60100,60300
447,20230322,8978591,61000,61200,60500,61100
448,20230323,15381057,60600,62300,60600,62300
449,20230324,18278602,62700,63300,62300,63000
450,20230327,11039331,62600,62800,62000,62100
451,20230328,11614118,62400,62900,62100,62900
452,20230329,11216008,62500,62700,62200,62700
453,20230330,15684377,63700,63700,63100,63200
454,20230331,14094479,64000,64000,63700,64000
455,20230403,11973133,64000,64000,63000,63100
456,20230404,11120514,63400,63800,62800,63600
457,20230405,9176149,63700,64000,63400,63900
458,20230406,14992747,63500,63600,62300,62300
459,20230407,27476120,63800,65200,63800,65000
460,20230410,18777166,64800,66300,64700,65700
461,20230411,16323183,66200,66200,65400,65900
462,20230412,15021313,65800,66200,65300,66000
463,20230413,15091022,65600,66100,65400,66100
464,20230414,16176490,66600,66600,65000,65100
465,20230417,13486618,65000,65600,64700,65300
466,20230418,14802060,65900,66000,64800,65600
467,20230419,10255985,65500,65800,65300,65500
468,20230420,9501169,65100,65300,64600,65300
469,20230421,10538622,65800,65900,65400,65700
470,20230424,12986581,65300,65700,64800,65200
471,20230425,16193271,65300,65400,63400,63600
472,20230426,12664541,63600,64300,63300,64100
473,20230427,14779601,64100,65000,63300,64600
474,20230428,19699481,65200,65900,65000,65500
475,20230502,14396948,66000,66300,65100,65700
476,20230503,8876749,65100,65600,64900,65400
477,20230504,9791064,65600,65700,64700,65100
478,20230508,9405365,66300,66300,65400,65900
479,20230509,9366861,65800,65800,65100,65300
480,20230510,13057727,65500,65500,64300,64600
481,20230511,11648905,64700,65100,64200,64200
482,20230512,8693913,63700,64600,63600,64100
483,20230515,8172021,64100,64600,63900,64500
484,20230516,12334657,65800,65900,65300,65400
485,20230517,10745504,65900,65900,64800,65000
486,20230518,14431704,66000,66200,65700,66200
487,20230519,20349345,67800,68400,67500,68400
488,20230522,14470308,68400,69000,68000,68500
489,20230523,8561643,68500,68700,68100,68400
490,20230524,8192896,68100,68700,68000,68500
491,20230525,14231160,69900,70000,68700,68800
492,20230526,19549511,69800,70400,69500,70300
493,20230530,27476897,71300,72300,71200,72300
